,transaction_id,trans_group_en,procedure_name_en,instance_date,property_type_en,property_sub_type_en,property_usage_en,reg_type_en,area_name_en,building_name_en,project_name_en,master_project_en,nearest_landmark_en,nearest_metro_en,nearest_mall_en,rooms_en,has_parking,procedure_area,actual_worth,meter_sale_price,instance_year,instance_month,instance_day,sector_name,area_lat,area_lon
337585,1-102-2024-88393,Sales,Sell - Pre registration,2024-10-21,Unit,Flat,Residential,Off-Plan Properties,Al Barsha South Fifth,Red Square -B,RED SQUARE,Jumeirah Village Triangle,Sports City Swimming Academy,Damac Properties,Marina Mall,Studio,1,28.79,547500.0,19017.02,2024.0,10.0,21.0,Central,25.04291825,55.18747333
79089,2-13-2023-4008,Mortgages,Mortgage Registration,2023-03-16,Villa,Villa,Residential,Existing Properties,Al Yelayiss 2,,NOOR TOWNHOUSES,TOWN SQUARE,,,,4 B/R,0,290.11,2128152.0,7335.67,2023.0,3.0,16.0,Unknown,24.99404911,55.29142486
1272245,1-41-2023-17765,Sales,Delayed Sell,2023-09-13,Unit,Flat,Residential,Existing Properties,Al Barshaa South Third,MIRACLZ TOWER,MIRACLZ TOWER,Arjan,Motor City,Sharaf Dg Metro Station,Mall of the Emirates,Studio,1,37.5,520000.0,13866.67,2023.0,9.0,13.0,Unknown,25.06209482,55.23443163
1248230,1-11-2010-3669,Sales,Sell,2010-03-17,Unit,Flat,Residential,Existing Properties,Burj Khalifa,ALTAJER,,Burj Khalifa,Downtown Dubai,Buj Khalifa Dubai Mall Metro Station,Dubai Mall,1 B/R,1,135.36,1749013.0,12921.2,2010.0,3.0,17.0,Unknown,25.19005375,55.27814093
1071849,1-102-2017-21843,Sales,Sell - Pre registration,2017-11-08,Unit,Flat,Residential,Off-Plan Properties,Al Barsha South Fourth,BLOOM TOWERS C,Bloom Towers,Jumeirah Village Circle,Sports City Swimming Academy,Dubai Internet City,Mall of the Emirates,1 B/R,1,52.9,548800.0,10374.29,2017.0,11.0,8.0,Central,25.05936493,55.21207713
669138,1-11-2012-26115,Sales,Sell,2013-01-02,Unit,Flat,Residential,Existing Properties,Al Hebiah Fourth,HAMZA TOWER,HAMZA TOWER,Dubai Sports City,Sports City Swimming Academy,Nakheel Metro Station,Marina Mall,Studio,1,43.82,440000.0,10041.08,2013.0,1.0,2.0,Central,25.03502194,55.21354639
205685,1-102-2022-43566,Sales,Sell - Pre registration,2022-12-26,Unit,Flat,Residential,Off-Plan Properties,Al Thanyah Fifth,MBL Royal,MBL Royal,Jumeirah Lakes Towers,Sports City Swimming Academy,Jumeirah Lakes Towers,Marina Mall,1 B/R,1,82.15,1520585.0,18509.86,2022.0,12.0,26.0,West,25.051959,55.15578
633053,1-102-2022-30396,Sales,Sell - Pre registration,2022-10-06,Unit,Flat,Residential,Off-Plan Properties,Madinat Dubai Almelaheyah,Seagate Building 1,Seagate,Mina Rashid,Burj Khalifa,Al Ghubaiba Metro Station,Dubai Mall,2 B/R,1,107.51,1710888.0,15913.76,2022.0,10.0,6.0,Unknown,25.266914,55.266119
159842,1-11-2008-209278,Sales,Sell,2008-11-24,Unit,Flat,Residential,Existing Properties,Al Warsan First,S-08,,International City Phase 1,,Rashidiya Metro Station,City Centre Mirdif,Studio,0,44.5,230000.0,5168.54,2008.0,11.0,24.0,Unknown,25.1599767,55.4246648
57900,1-11-2024-26132,Sales,Sell,2024-07-16,Unit,Flat,Residential,Existing Properties,Al Hebiah Third,DAMAC HILLS - GOLF VITA - A,DAMAC HILLS - GOLF VITA,DAMAC HILLS,Motor City,,,1 B/R,1,55.71,660000.0,11847.07,2024.0,7.0,16.0,Central,25.02147288,55.26216265
96048,2-110-2017-1006,Mortgages,Lease to Own Registration,2017-11-28,Unit,Flat,Residential,Existing Properties,Palm Jumeirah,Marina Apartments 6,MARINA RESIDENCE,Palm Jumeirah,Burj Al Arab,Palm Jumeirah,Marina Mall,3 B/R,1,442.94,4607200.0,10401.41,2017.0,11.0,28.0,West,25.1193271,55.1317401
651202,1-110-2009-201746,Sales,Lease to Own Registration,2009-09-02,Unit,Flat,Residential,Existing Properties,Jabal Ali,MED 90,,Discovery Gardens,Sports City Swimming Academy,Harbour Tower,Ibn-e-Battuta Mall,1 B/R,0,90.0,726300.0,8070.0,2009.0,9.0,2.0,Unknown,25.01126,55.06116
399996,1-102-2007-13107,Sales,Sell - Pre registration,2009-05-01,Unit,Flat,Residential,Off-Plan Properties,Marsa Dubai,BOTANICA TOWER-1,BOTANICA,Dubai Marina,Burj Al Arab,Dubai Marina,Marina Mall,Studio,1,46.15,758007.0,16424.85,2009.0,5.0,1.0,Unknown,25.09547176,55.13076456
54493,1-45-2016-360,Sales,Sell Development,2016-06-20,Building,,Commercial,Existing Properties,Dubai Investment Park Second,,,Dubai Investment Park Second,Expo 2020 Site,DANUBE Metro Station,,,0,6222.62,8000000.0,1285.63,2016.0,6.0,20.0,South_west,24.97551093,55.20975585
283079,1-11-2024-2791,Sales,Sell,2024-01-25,Unit,Flat,Residential,Existing Properties,Business Bay,HAMILTON  RESIDENCY,HAMILTON RESIDENCY,Business Bay,Downtown Dubai,Buj Khalifa Dubai Mall Metro Station,Dubai Mall,1 B/R,1,80.76,950000.0,11763.25,2024.0,1.0,25.0,Unknown,25.18762593,55.27989946
1032392,1-102-2023-7527,Sales,Sell - Pre registration,2023-02-16,Unit,Flat,Residential,Off-Plan Properties,Al Khairan First,CREEK EDGE Tower 1,CREEK EDGE,The Lagoons,Dubai International Airport,Creek Metro Station,City Centre Mirdif,2 B/R,1,97.02,2182888.0,22499.36,2023.0,2.0,16.0,North_Central,25.19564786,55.36033252
1011159,2-13-2020-9810,Mortgages,Mortgage Registration,2020-12-07,Land,,Residential,Existing Properties,Nad Al Shiba Third,,,Nad Al Shiba Villas,,Creek Metro Station,City Centre Mirdif,,0,468.54,2000000.0,4268.58,2020.0,12.0,7.0,Unknown,25.15511424,55.37577353
117706,1-11-2024-42892,Sales,Sell,2024-11-11,Land,,Industrial,Existing Properties,Madinat Dubai Almelaheyah,,,Dubai Maritime City,Burj Khalifa,Al Ghubaiba Metro Station,Dubai Mall,,0,7590.64,81754890.0,10770.49,2024.0,11.0,11.0,Unknown,25.266914,55.266119
1259425,1-102-2024-51235,Sales,Sell - Pre registration,2024-07-16,Villa,Villa,Residential,Off-Plan Properties,Al Hebiah Sixth,,Mudon Al Ranim 2,Mudon,,,,3 B/R,0,168.0,2500000.0,14880.95,2024.0,7.0,16.0,Central,25.02119178,55.26280555
97161,1-102-2021-8477,Sales,Sell - Pre registration,2021-06-08,Unit,Flat,Residential,Off-Plan Properties,Business Bay,Millennium Binghatti Residences Business Bay,Millennium Binghatti Residences Business Bay ,Business Bay,Downtown Dubai,Business Bay Metro Station,Dubai Mall,1 B/R,1,101.54,825000.0,8124.88,2021.0,6.0,8.0,Unknown,25.18762593,55.27989946
438718,1-41-2013-3971,Sales,Delayed Sell,2013-10-07,Unit,Flat,Residential,Existing Properties,Marsa Dubai,Marina Pinnacle,MARINA PINNACLE,Dubai Marina,Burj Al Arab,Mina Seyahi,Marina Mall,2 B/R,1,113.28,1875515.0,16556.45,2013.0,10.0,7.0,Unknown,25.09547176,55.13076456
1185443,2-810-2018-70,Mortgages,Lease Finance Registration,2018-01-18,Unit,Flat,Residential,Existing Properties,Al Jadaf,RIAH TOWERS,RIAH TOWERS,Culture Village,Dubai International Airport,Creek Metro Station,Dubai Mall,2 B/R,1,152.92,1525064.0,9972.95,2018.0,1.0,18.0,Unknown,25.21430093,55.32735895
618787,1-102-2007-26069,Sales,Sell - Pre registration,2009-06-15,Unit,Office,Commercial,Off-Plan Properties,Business Bay,Citadel Tower,CITADEL TOWER,Business Bay,Downtown Dubai,Business Bay Metro Station,Dubai Mall,Office,1,67.32,1159440.0,17222.82,2009.0,6.0,15.0,Unknown,25.18762593,55.27989946
1171227,1-102-2019-12433,Sales,Sell - Pre registration,2019-08-07,Unit,Flat,Residential,Off-Plan Properties,Marsa Dubai,BEACH VISTA Tower 2,BEACH VISTA,Dubai Harbour,,,,1 B/R,1,160.98,1654888.0,10280.08,2019.0,8.0,7.0,Unknown,25.09547176,55.13076456
436763,1-45-2020-137,Sales,Sell Development,2020-06-29,Unit,Office,Commercial,Existing Properties,Nadd Hessa,S.I.T Tower,SILICON INFORMATION TECHNOLOGY TOWER,Silicon Oasis,IMG World Adventures,,,Office,1,120.54,400000.0,3318.4,2020.0,6.0,29.0,Unknown,25.12321,55.386619
912698,1-11-2008-957,Sales,Sell,2008-03-03,Land,,Residential,Existing Properties,Al Thanayah Fourth,,,Emirates Hills,Sports City Swimming Academy,Damac Properties,Marina Mall,,0,2021.48,2609000.0,1290.64,2008.0,3.0,3.0,Unknown,25.06366745,55.1623514
1340856,1-11-2013-15964,Sales,Sell,2013-05-22,Villa,,Residential,Existing Properties,Al Barsha South Fourth,,MARWA HOMES 2,Jumeirah Village Circle,Sports City Swimming Academy,Nakheel Metro Station,Marina Mall,,0,2940.43,8507744.0,2893.37,2013.0,5.0,22.0,Central,25.05936493,55.21207713
103462,1-102-2023-274,Sales,Sell - Pre registration,2023-01-02,Villa,Villa,Residential,Off-Plan Properties,Wadi Al Safa 7,,Rukan 3,Rukan,,,,3 B/R,0,105.75,1100000.0,10401.89,2023.0,1.0,2.0,Central,25.04253774,55.28449984
91027,2-44-2014-148,Mortgages,Mortgage Transfer,2014-11-24,Unit,Flat,Residential,Existing Properties,Marsa Dubai,Oceanic,MARINASCAPE,Dubai Marina,Burj Al Arab,Dubai Marina,Marina Mall,2 B/R,1,183.2,1511250.0,8249.18,2014.0,11.0,24.0,Unknown,25.09547176,55.13076456
368784,1-110-2011-2145,Sales,Lease to Own Registration,2011-09-19,Unit,Flat,Residential,Existing Properties,Wadi Al Safa 5,Skycourts Tower B,SKY COURTS,Residential Complex,IMG World Adventures,,,2 B/R,1,101.5,720667.0,7100.17,2011.0,9.0,19.0,Central,25.08232101,55.36365192
832473,1-102-2024-50349,Sales,Sell - Pre registration,2024-07-16,Unit,Flat,Residential,Off-Plan Properties,Al Kifaf,Park Views Residences A,Park Views Residences A,Wasl 1,Burj Khalifa,Al Jafiliya Metro Station,Dubai Mall,2 B/R,1,124.11,2776777.0,22373.52,2024.0,7.0,16.0,West,25.23424657,55.29696777
316276,2-13-2024-25367,Mortgages,Mortgage Registration,2024-10-24,Unit,Flat,Residential,Existing Properties,Al Warsan First,EMR-13,INTERNATIONAL CITY EMARATI,International City Phase 1,,Rashidiya Metro Station,City Centre Mirdif,1 B/R,0,79.27,373120.0,4706.95,2024.0,10.0,24.0,Unknown,25.1599767,55.4246648
1059533,1-102-2024-64504,Sales,Sell - Pre registration,2024-08-23,Unit,Flat,Residential,Off-Plan Properties,Madinat Al Mataar,AZIZI VENICE 14-BUILDING E,AZIZI VENICE 14,Dubai World Central,,,,1 B/R,1,70.61,999000.0,14148.14,2024.0,8.0,23.0,South_west,24.91892638,55.18015257
899119,1-102-2024-33737,Sales,Sell - Pre registration,2024-05-20,Unit,Flat,Residential,Off-Plan Properties,Al Merkadh,Azizi Riviera 3,Azizi Riviera 3,Meydan One Community,Downtown Dubai,Buj Khalifa Dubai Mall Metro Station,Dubai Mall,1 B/R,1,84.11,1144849.0,13611.34,2024.0,5.0,20.0,Unknown,25.16984676,55.29268975
894002,1-11-2015-11371,Sales,Sell,2015-07-08,Unit,Flat,Residential,Existing Properties,Al Barsha South Fifth,IMPERIAL RESIDENCE PODIUM,IMPERIAL RESIDENCE,Jumeirah Village Triangle,Sports City Swimming Academy,Nakheel Metro Station,Marina Mall,2 B/R,1,102.44,1201000.0,11723.94,2015.0,7.0,8.0,Central,25.04291825,55.18747333
423423,1-102-2023-12081,Sales,Sell - Pre registration,2023-03-13,Unit,Flat,Residential,Off-Plan Properties,Burj Khalifa,Vida Dubai Mall Tower 2,Vida Dubai Mall,Burj Khalifa,Downtown Dubai,Buj Khalifa Dubai Mall Metro Station,Dubai Mall,2 B/R,1,105.63,2600000.0,24614.22,2023.0,3.0,13.0,Unknown,25.19005375,55.27814093
392688,2-39-2024-546,Mortgages,Development Mortgage,2024-09-19,Unit,Flat,Residential,Existing Properties,Nadd Hessa,CRYSTALS,,Silicon Oasis,IMG World Adventures,,,Studio,1,41.74,332800.0,7973.17,2024.0,9.0,19.0,Unknown,25.12321,55.386619
59240,2-13-2003-667,Mortgages,Mortgage Registration,2003-09-01,Villa,,Commercial,Existing Properties,Al Manara,,,,,,,,0,2377.48,3500000.0,1472.15,2003.0,9.0,1.0,West,25.1439176,55.21423946
419066,3-9-2021-2005,Gifts,Grant,2021-08-23,Building,,Residential,Existing Properties,Al Goze Fourth,,,,Downtown Dubai,Noor Bank Metro Station,Dubai Mall,,0,951.79,4500000.0,4727.93,2021.0,8.0,23.0,Unknown,25.15204218,55.2538392
588075,1-41-2021-53,Sales,Delayed Sell,2021-01-04,Land,,Residential,Existing Properties,Nad Al Shiba First,,,Nad Al Sheba Gardens,IMG World Adventures,Business Bay Metro Station,Dubai Mall,,0,464.82,1827000.0,3930.55,2021.0,1.0,4.0,Unknown,25.14725852,55.30501384
939573,1-41-2012-1359,Sales,Delayed Sell,2012-10-30,Villa,,Residential,Existing Properties,Al Thanyah Fifth,,JUMEIRAH PARK ,Jumeirah Park,Sports City Swimming Academy,Harbour Tower,Ibn-e-Battuta Mall,,0,679.89,2825000.0,4155.08,2012.0,10.0,30.0,West,25.051959,55.15578
802057,1-102-2015-8112,Sales,Sell - Pre registration,2015-07-14,Unit,Hotel Apartment,Hospitality ,Off-Plan Properties,Burj Khalifa,Address Fountain Views Residences - Tower 1,The Address Residence-Fountain Views,Burj Khalifa,Downtown Dubai,Buj Khalifa Dubai Mall Metro Station,Dubai Mall,2 B/R,1,137.23,3925888.0,28608.09,2015.0,7.0,14.0,Unknown,25.19005375,55.27814093
320354,2-190-2024-1952,Mortgages,Delayed Mortgage,2024-08-21,Unit,Flat,Residential,Existing Properties,Al Wasl,CF 2,Canal Front Residences CF1 & CF2,Dubai Water Canal,Burj Khalifa,Business Bay Metro Station,Dubai Mall,2 B/R,1,171.22,2300000.0,13433.01,2024.0,8.0,21.0,West,25.19685113,55.25356365
1087440,3-9-2021-477,Gifts,Grant,2021-02-23,Unit,Flat,Residential,Existing Properties,Al Khairan First,THE DUBAI CREEK RESIDENCES - NORTH TOWER 3,THE DUBAI CREEK RESIDENCES,The Lagoons,Dubai International Airport,Creek Metro Station,Dubai Mall,3 B/R,1,197.4,2658622.0,13468.2,2021.0,2.0,23.0,North_Central,25.19564786,55.36033252
366476,1-102-2023-23079,Sales,Sell - Pre registration,2023-05-17,Villa,Villa,Residential,Off-Plan Properties,Wadi Al Safa 5,,Arabian Ranches lll - Anya 2,,,,,4 B/R,0,298.45,3559888.0,11927.92,2023.0,5.0,17.0,Central,25.08232101,55.36365192
543933,1-102-2021-16505,Sales,Sell - Pre registration,2021-09-20,Villa,Villa,Residential,Off-Plan Properties,Wadi Al Safa 5,,Villanova Amaranta ,,IMG World Adventures,,,4 B/R,0,237.55,1612000.0,6785.94,2021.0,9.0,20.0,Central,25.08232101,55.36365192
1401373,2-110-2016-894,Mortgages,Lease to Own Registration,2016-08-02,Unit,Flat,Residential,Existing Properties,Marsa Dubai,Rimal 3,,Jumeriah Beach Residence  - JBR,Burj Al Arab,Jumeirah Beach Residency,Marina Mall,3 B/R,1,182.14,2000000.0,10980.56,2016.0,8.0,2.0,Unknown,25.09547176,55.13076456
1218438,1-102-2024-34671,Sales,Sell - Pre registration,2024-05-22,Unit,Flat,Residential,Off-Plan Properties,Business Bay,Canal Crown 2,CANAL CROWN 2,Business Bay,Downtown Dubai,Business Bay Metro Station,Dubai Mall,1 B/R,1,79.73,2468000.0,30954.47,2024.0,5.0,22.0,Unknown,25.18762593,55.27989946
926834,2-13-2024-3747,Mortgages,Mortgage Registration,2024-02-21,Land,,Commercial,Existing Properties,Al Qusais First,,,,,,,,0,1309.19,9200000.0,7027.25,2024.0,2.0,21.0,North,25.27816645,55.37222283
665093,1-102-2023-55035,Sales,Sell - Pre registration,2023-10-19,Unit,Flat,Residential,Off-Plan Properties,Al Merkadh,Azizi Riviera 27,Azizi Riviera 27,Meydan One Community,Downtown Dubai,Buj Khalifa Dubai Mall Metro Station,Dubai Mall,Studio,1,34.4,531000.0,15436.05,2023.0,10.0,19.0,Unknown,25.16984676,55.29268975
460961,1-11-2013-34589,Sales,Sell,2013-12-16,Unit,Flat,Residential,Existing Properties,Business Bay,U-BORA TOWER 1,U-BORA TOWERS,Business Bay,Downtown Dubai,Business Bay Metro Station,Dubai Mall,2 B/R,1,145.21,2000640.0,13777.56,2013.0,12.0,16.0,Unknown,25.18762593,55.27989946
485946,1-102-2015-8793,Sales,Sell - Pre registration,2015-09-22,Unit,Flat,Residential,Off-Plan Properties,Marsa Dubai,CONTINENTAL TOWER,Continental Tower,Dubai Marina,Burj Al Arab,Jumeirah Beach Resdency,Marina Mall,2 B/R,1,129.0,1945860.0,15084.19,2015.0,9.0,22.0,Unknown,25.09547176,55.13076456
1412178,1-102-2024-42374,Sales,Sell - Pre registration,2024-07-08,Unit,Flat,Residential,Off-Plan Properties,Al Barsha South Fourth,Ozone 1  Residence,Ozone 1 Residence,Jumeirah Village Circle,Sports City Swimming Academy,Dubai Internet City,Mall of the Emirates,Studio,1,39.86,203052.0,5094.14,2024.0,7.0,8.0,Central,25.05936493,55.21207713
389159,2-13-2019-4145,Mortgages,Mortgage Registration,2019-07-01,Land,,Residential,Existing Properties,Madinat Hind 3,,,,,,,,0,1115.06,750000.0,672.61,2019.0,7.0,1.0,South,25.02394696,55.4179194
1272891,1-11-2011-2557,Sales,Sell,2011-02-14,Unit,Flat,Residential,Existing Properties,Al Barsha South Fourth,Emirates Gardens 1 - R1,EMIRATES GARDEN I - ROSE 1,Jumeirah Village Circle,Sports City Swimming Academy,Dubai Internet City,Mall of the Emirates,1 B/R,1,97.83,766000.0,7829.91,2011.0,2.0,14.0,Central,25.05936493,55.21207713
896977,1-41-2017-3893,Sales,Delayed Sell,2017-07-24,Unit,Office,Commercial,Existing Properties,Business Bay,Opal Tower,OPAL TOWER,Business Bay,Downtown Dubai,Business Bay Metro Station,Dubai Mall,Office,1,111.8,1263581.0,11302.16,2017.0,7.0,24.0,Unknown,25.18762593,55.27989946
892376,1-11-2014-1109,Sales,Sell,2014-01-20,Unit,Flat,Residential,Existing Properties,Al Warsan First,RIVIERA LAKE VIEW,,International City Phase 1,,Rashidiya Metro Station,City Centre Mirdif,2 B/R,1,68.0,322000.0,4735.29,2014.0,1.0,20.0,Unknown,25.1599767,55.4246648
698775,1-102-2017-24986,Sales,Sell - Pre registration,2017-12-20,Unit,Hotel Apartment,Hospitality ,Off-Plan Properties,Al Khairan First,ADDRESS HARBOUR POINT TOWER 2,ADDRESS HARBOUR POINT,The Lagoons,Dubai International Airport,Creek Metro Station,City Centre Mirdif,1 B/R,1,72.39,2027888.0,28013.37,2017.0,12.0,20.0,North_Central,25.19564786,55.36033252
291693,1-11-2024-22247,Sales,Sell,2024-06-20,Unit,Flat,Residential,Existing Properties,Marsa Dubai,Marina Quay East,MARINA QUAYS,Dubai Marina,Burj Al Arab,Jumeirah Beach Resdency,Marina Mall,2 B/R,1,145.02,2350000.0,16204.66,2024.0,6.0,20.0,Unknown,25.09547176,55.13076456
84264,1-102-2017-17885,Sales,Sell - Pre registration,2017-09-18,Unit,Flat,Residential,Off-Plan Properties,Al Merkadh,SOBHA HARTLAND GREENS- PHASE II (BUILDING 01),SOBHA HARTLAND GREENS PHASE II,SOBHA HARTLAND,,,,1 B/R,1,79.64,1269840.0,15944.75,2017.0,9.0,18.0,Unknown,25.16984676,55.29268975
256669,1-102-2023-50885,Sales,Sell - Pre registration,2023-09-28,Unit,Flat,Residential,Off-Plan Properties,Nadd Hessa,MAS Tower,MAS TOWER,Silicon Oasis,IMG World Adventures,,,1 B/R,1,80.1,665000.0,8302.12,2023.0,9.0,28.0,Unknown,25.12321,55.386619
709732,1-11-2021-1199,Sales,Sell,2021-01-26,Land,,Residential,Existing Properties,Nad Al Shiba Third,,,Nad Al Shiba Villas,,Rashidiya Metro Station,City Centre Mirdif,,0,469.04,2398000.0,5112.57,2021.0,1.0,26.0,Unknown,25.15511424,55.37577353
792017,1-102-2013-12855,Sales,Sell - Pre registration,2013-12-16,Villa,Villa,Residential,Off-Plan Properties,Al Yelayiss 1,,REEM-MIRA COMMUNITY PH 2,,Dubai Cycling Course,,,3 B/R,0,236.16,1160888.0,4915.68,2013.0,12.0,16.0,Unknown,25.01299444,55.31510801
1264167,1-110-2014-1587,Sales,Lease to Own Registration,2014-08-25,Unit,Flat,Residential,Existing Properties,Al Hebiah Fifth,AL THAMAM 8,REMRAAM,Remraam,Motor City,,,1 B/R,1,62.27,598842.0,9616.86,2014.0,8.0,25.0,Central,25.00242864,55.24042905
910145,1-11-2001-1007,Sales,Sell,2001-10-02,Villa,,Residential,Existing Properties,Muhaisanah First,,,,Dubai International Airport,Etisalat Metro Station,City Centre Mirdif,,0,1151.63,325000.0,282.21,2001.0,10.0,2.0,Unknown,25.24457265,55.42065575
828938,1-11-2009-214750,Sales,Sell,2009-07-27,Unit,Flat,Residential,Existing Properties,Jabal Ali,MED 91,,Discovery Gardens,Sports City Swimming Academy,Harbour Tower,Ibn-e-Battuta Mall,Studio,0,51.0,297000.0,5823.53,2009.0,7.0,27.0,Unknown,25.01126,55.06116
918947,1-102-2006-3585,Sales,Sell - Pre registration,2009-06-09,Unit,Office,Commercial,Off-Plan Properties,Business Bay,BURLINGTON TOWER,BURLINGTON TOWER,Business Bay,Downtown Dubai,Business Bay Metro Station,Dubai Mall,Office,1,84.43,1309620.0,15511.32,2009.0,6.0,9.0,Unknown,25.18762593,55.27989946
182040,1-102-2020-15671,Sales,Sell - Pre registration,2020-11-30,Unit,Flat,Residential,Off-Plan Properties,Al Barsha South Fourth,PANTHEON ELYSEE,PANTHEON ELYSEE,Jumeirah Village Circle,Sports City Swimming Academy,Nakheel Metro Station,Marina Mall,2 B/R,1,95.98,1155900.0,12043.13,2020.0,11.0,30.0,Central,25.05936493,55.21207713
616157,1-11-2000-417,Sales,Sell,2000-06-06,Villa,,Residential,Existing Properties,Mirdif,,,,Dubai International Airport,Rashidiya Metro Station,City Centre Mirdif,,0,1393.55,600000.0,430.56,2000.0,6.0,6.0,North,25.22331903,55.42166405
1020373,1-11-2019-7745,Sales,Sell,2019-08-27,Unit,Flat,Residential,Existing Properties,Al Warsan First,Trafalgar Executive,,International City Phase 1,,Rashidiya Metro Station,City Centre Mirdif,1 B/R,1,82.09,465000.0,5664.51,2019.0,8.0,27.0,Unknown,25.1599767,55.4246648
582040,1-102-2023-23356,Sales,Sell - Pre registration,2023-05-18,Unit,Flat,Residential,Off-Plan Properties,Al Barsha South Fourth,Binghatti Emerald,Binghatti Emerald,Jumeirah Village Circle,Sports City Swimming Academy,Dubai Internet City,Marina Mall,1 B/R,1,61.18,678000.0,11082.05,2023.0,5.0,18.0,Central,25.05936493,55.21207713
1150373,1-102-2019-19399,Sales,Sell - Pre registration,2019-11-11,Unit,Hotel Rooms,Hospitality ,Off-Plan Properties,Al Hebiah Third,DAMAC HILLS - ARTESIA TOWER A,DAMAC HILLS - ARTESIA,DAMAC HILLS,Motor City,,,Studio,1,39.08,842000.0,21545.55,2019.0,11.0,11.0,Central,25.02147288,55.26216265
1336569,1-11-2009-205348,Sales,Sell,2009-03-03,Unit,Flat,Residential,Existing Properties,Al Warsan First,J-06,,International City Phase 1,,Rashidiya Metro Station,City Centre Mirdif,1 B/R,0,66.5,340000.0,5112.78,2009.0,3.0,3.0,Unknown,25.1599767,55.4246648
1373494,1-102-2020-15643,Sales,Sell - Pre registration,2020-11-30,Unit,Flat,Residential,Off-Plan Properties,Al Yelayiss 2,UNA APARTMENTS B,UNA,TOWN SQUARE,Dubai Cycling Course,,,1 B/R,1,44.57,622888.0,13975.5,2020.0,11.0,30.0,Unknown,24.99404911,55.29142486
115511,1-102-2024-23609,Sales,Sell - Pre registration,2024-04-17,Unit,Flat,Residential,Off-Plan Properties,Al Barsha South Fourth,Binghatti Tulip,Binghatti Tulip,Jumeirah Village Circle,Sports City Swimming Academy,Dubai Internet City,Mall of the Emirates,1 B/R,1,57.62,850000.0,14751.82,2024.0,4.0,17.0,Central,25.05936493,55.21207713
